Vehicle ID,Registration State,Vehicle Make,Vehicle Model,Vehicle Year,Insurance Provider,Insurance Policy Type,Insurance Claim History,Policy Expiration Date,Vehicle Condition,Owner Age Group,Accident History
VID00541,OH,Nissan,C-Class,2016,Liberty Mutual,Collision,Yes,2026-01-20,Poor,36-45,5
VID00542,TX,Ford,Altima,2017,Liberty Mutual,Full Coverage,No,2025-05-14,Poor,36-45,3
VID00543,GA,Toyota,Altima,2000,Allstate,Comprehensive,No,2026-03-22,Poor,46-60,5
VID00544,MI,Honda,Elantra,2017,Farmers,Liability,Yes,2025-12-29,Poor,26-35,2
VID00545,TX,Volkswagen,Civic,2015,Progressive,Full Coverage,Yes,2026-01-20,Fair,18-25,4
VID00546,GA,Ford,Camry,2004,State Farm,Comprehensive,Yes,2026-03-18,Poor,60+,3
VID00547,TX,Nissan,Sorento,2009,Farmers,Collision,Yes,2025-05-15,Good,36-45,0
VID00548,PA,Toyota,C-Class,2019,USAA,Comprehensive,No,2025-10-26,Good,18-25,2
VID00549,NC,Ford,Civic,2007,Liberty Mutual,Full Coverage,No,2025-08-22,Good,36-45,1
VID00550,OH,BMW,3 Series,2007,Allstate,Liability,Yes,2025-10-03,Poor,46-60,3
VID00551,CA,Mercedes,C-Class,2005,Liberty Mutual,Full Coverage,No,2025-09-22,Poor,60+,0
VID00552,TX,Mercedes,3 Series,2004,Farmers,Comprehensive,No,2025-10-31,Good,60+,5
VID00553,OH,Kia,Sorento,2013,Progressive,Comprehensive,No,2025-10-15,Poor,36-45,5
VID00554,NC,Mercedes,C-Class,2009,Geico,Full Coverage,Yes,2025-08-27,Poor,18-25,5
VID00555,IL,Nissan,F-150,2015,USAA,Liability,Yes,2026-02-09,Poor,60+,0
VID00556,PA,Mercedes,Altima,2014,Liberty Mutual,Comprehensive,Yes,2026-02-20,Good,26-35,3
VID00557,GA,Hyundai,3 Series,2005,Allstate,Liability,Yes,2025-06-19,Fair,60+,5
VID00558,TX,Ford,Silverado,2008,Allstate,Comprehensive,Yes,2025-08-23,Poor,46-60,2
VID00559,OH,Toyota,Sorento,2012,USAA,Collision,Yes,2026-02-22,Poor,26-35,5
VID00560,GA,Mercedes,Civic,2007,Liberty Mutual,Full Coverage,Yes,2026-03-08,Good,26-35,1
VID00561,CA,Volkswagen,Sorento,2023,State Farm,Liability,No,2026-01-28,Fair,36-45,1
VID00562,OH,Volkswagen,C-Class,2005,Allstate,Comprehensive,Yes,2025-10-18,Good,46-60,3
VID00563,TX,Volkswagen,F-150,2018,State Farm,Liability,No,2025-11-28,Fair,26-35,1
VID00564,GA,Chevrolet,Civic,2011,Farmers,Full Coverage,Yes,2025-04-24,Poor,36-45,1
VID00565,GA,Hyundai,C-Class,2000,Allstate,Liability,Yes,2025-07-22,Poor,60+,2
VID00566,NC,Mercedes,Altima,2013,State Farm,Full Coverage,Yes,2026-03-22,Fair,18-25,0
VID00567,OH,BMW,Altima,2023,State Farm,Liability,No,2025-10-26,Good,36-45,5
VID00568,PA,Chevrolet,Civic,2002,Allstate,Full Coverage,No,2026-01-21,Good,18-25,2
VID00569,OH,Mercedes,Altima,2012,State Farm,Collision,Yes,2025-08-14,Poor,18-25,1
VID00570,GA,Kia,Jetta,2004,Liberty Mutual,Comprehensive,Yes,2025-12-17,Poor,18-25,1
VID00571,PA,Nissan,Sorento,2004,USAA,Comprehensive,No,2025-08-29,Poor,46-60,3
VID00572,FL,Toyota,Jetta,2021,Liberty Mutual,Comprehensive,No,2025-07-19,Poor,26-35,1
VID00573,NY,Chevrolet,Jetta,2018,State Farm,Liability,No,2025-11-21,Fair,18-25,1
VID00574,OH,Chevrolet,Altima,2006,State Farm,Collision,Yes,2025-07-30,Poor,26-35,1
VID00575,FL,BMW,C-Class,2010,USAA,Collision,Yes,2025-10-29,Fair,18-25,0
VID00576,PA,Chevrolet,3 Series,2014,Geico,Liability,No,2025-07-08,Good,18-25,5
VID00577,TX,Volkswagen,Altima,2008,State Farm,Liability,No,2026-03-25,Poor,36-45,4
VID00578,CA,Mercedes,F-150,2013,Liberty Mutual,Liability,No,2026-02-23,Poor,26-35,0
VID00579,NC,Nissan,F-150,2021,Allstate,Collision,Yes,2026-02-16,Poor,60+,3
VID00580,CA,Nissan,Altima,2000,Allstate,Full Coverage,Yes,2026-02-19,Poor,60+,0
VID00581,FL,BMW,Camry,2013,Geico,Comprehensive,Yes,2025-06-24,Fair,60+,4
VID00582,NY,Volkswagen,3 Series,2001,Liberty Mutual,Collision,Yes,2025-07-17,Poor,46-60,4
VID00583,CA,Hyundai,Civic,2012,USAA,Collision,Yes,2025-08-15,Fair,26-35,2
VID00584,OH,Hyundai,C-Class,2017,Allstate,Comprehensive,Yes,2025-09-09,Poor,36-45,5
VID00585,CA,Kia,Altima,2023,State Farm,Comprehensive,Yes,2025-08-14,Poor,46-60,1
VID00586,NY,Ford,3 Series,2020,State Farm,Full Coverage,Yes,2025-07-11,Good,26-35,5
VID00587,NC,Chevrolet,Sorento,2007,State Farm,Liability,No,2026-01-09,Poor,60+,1
VID00588,FL,Mercedes,F-150,2016,USAA,Liability,Yes,2026-02-19,Good,60+,2
VID00589,OH,Ford,Altima,2000,Farmers,Comprehensive,No,2025-07-19,Fair,26-35,0
VID00590,OH,Mercedes,Civic,2017,USAA,Comprehensive,No,2025-09-16,Fair,36-45,3
VID00591,PA,Honda,Jetta,2002,Progressive,Liability,No,2025-12-06,Poor,26-35,2
VID00592,IL,Volkswagen,Sorento,2007,Liberty Mutual,Comprehensive,Yes,2025-05-06,Poor,46-60,2
VID00593,CA,Mercedes,3 Series,2020,USAA,Liability,Yes,2025-09-16,Good,60+,0
VID00594,GA,Kia,Camry,2011,Geico,Collision,No,2026-01-13,Poor,26-35,3
VID00595,PA,Nissan,Sorento,2009,Progressive,Comprehensive,Yes,2025-07-25,Fair,36-45,4
VID00596,TX,Mercedes,Sorento,2023,Liberty Mutual,Comprehensive,Yes,2026-01-01,Good,46-60,5
VID00597,IL,BMW,Civic,2003,Progressive,Liability,Yes,2025-12-28,Fair,18-25,1
VID00598,CA,Mercedes,Civic,2018,Geico,Liability,No,2025-07-25,Good,18-25,1
VID00599,OH,Nissan,Elantra,2017,State Farm,Full Coverage,Yes,2025-09-02,Fair,60+,2
VID00600,PA,Hyundai,C-Class,2005,Allstate,Liability,No,2026-01-28,Poor,36-45,2
VID00601,PA,Chevrolet,Camry,2006,Allstate,Full Coverage,No,2026-02-16,Poor,36-45,3
VID00602,OH,Volkswagen,C-Class,2010,Liberty Mutual,Full Coverage,Yes,2025-08-05,Poor,46-60,2
VID00603,IL,Honda,C-Class,2008,USAA,Collision,Yes,2026-01-10,Poor,60+,3
VID00604,PA,Kia,Altima,2019,USAA,Liability,No,2026-01-05,Fair,46-60,1
VID00605,GA,Mercedes,F-150,2009,Liberty Mutual,Liability,No,2025-07-05,Poor,60+,4
VID00606,PA,Volkswagen,Jetta,2022,Liberty Mutual,Full Coverage,No,2025-11-13,Good,26-35,0
VID00607,MI,Chevrolet,Silverado,2000,USAA,Liability,Yes,2025-12-22,Fair,36-45,4
VID00608,GA,BMW,C-Class,2009,USAA,Liability,No,2025-11-10,Fair,26-35,3
VID00609,CA,Ford,Elantra,2022,Geico,Full Coverage,Yes,2025-08-29,Fair,18-25,5
VID00610,IL,Kia,Silverado,2017,USAA,Comprehensive,No,2025-05-10,Poor,46-60,2
VID00611,NY,BMW,Elantra,2001,Farmers,Collision,Yes,2025-05-15,Good,18-25,0
VID00612,IL,Toyota,Camry,2000,Allstate,Full Coverage,Yes,2026-02-01,Fair,60+,5
VID00613,PA,Nissan,Camry,2005,Progressive,Liability,Yes,2026-02-02,Poor,60+,5
VID00614,TX,BMW,Silverado,2006,Liberty Mutual,Liability,No,2025-06-18,Fair,18-25,5
VID00615,GA,Chevrolet,C-Class,2007,USAA,Liability,Yes,2025-05-04,Good,36-45,0
VID00616,PA,BMW,Elantra,2017,Liberty Mutual,Comprehensive,Yes,2026-01-21,Poor,36-45,0
VID00617,NC,Ford,3 Series,2016,Liberty Mutual,Collision,Yes,2025-06-01,Fair,46-60,3
VID00618,OH,Nissan,Jetta,2019,Farmers,Full Coverage,No,2025-08-08,Good,36-45,1
VID00619,NY,Mercedes,3 Series,2012,USAA,Collision,Yes,2026-02-16,Poor,46-60,4
VID00620,IL,Kia,Altima,2015,State Farm,Comprehensive,Yes,2026-01-12,Poor,18-25,0
VID00621,NY,Mercedes,Silverado,2009,Allstate,Comprehensive,Yes,2026-01-05,Good,46-60,1
VID00622,NY,Ford,Jetta,2004,Liberty Mutual,Full Coverage,No,2026-03-17,Good,46-60,1
VID00623,IL,Toyota,Civic,2019,Progressive,Liability,No,2025-06-05,Poor,18-25,5
VID00624,CA,BMW,Camry,2021,USAA,Collision,No,2025-12-13,Fair,46-60,0
VID00625,IL,Ford,3 Series,2008,Liberty Mutual,Collision,No,2026-01-12,Fair,26-35,2
VID00626,MI,Kia,F-150,2006,Allstate,Collision,No,2025-12-29,Fair,26-35,4
VID00627,NC,Honda,F-150,2017,Farmers,Full Coverage,No,2025-04-26,Poor,26-35,2
VID00628,IL,BMW,F-150,2017,Allstate,Comprehensive,Yes,2025-10-28,Poor,18-25,3
VID00629,PA,Volkswagen,Civic,2016,USAA,Liability,No,2026-02-28,Fair,60+,2
VID00630,MI,Honda,Elantra,2003,State Farm,Full Coverage,Yes,2025-08-24,Poor,18-25,3
VID00631,NY,Chevrolet,3 Series,2011,Allstate,Comprehensive,No,2025-11-11,Fair,46-60,0
VID00632,IL,Kia,Elantra,2020,Liberty Mutual,Comprehensive,No,2026-01-14,Fair,36-45,1
VID00633,GA,BMW,Sorento,2021,Farmers,Liability,No,2026-01-21,Fair,18-25,4
VID00634,OH,Volkswagen,Silverado,2004,Farmers,Collision,No,2025-09-26,Poor,18-25,0
VID00635,FL,Hyundai,3 Series,2008,Progressive,Comprehensive,No,2025-09-07,Good,26-35,5
VID00636,FL,Chevrolet,3 Series,2001,State Farm,Collision,No,2025-07-12,Poor,18-25,2
VID00637,NY,Kia,3 Series,2005,Progressive,Comprehensive,Yes,2025-05-18,Fair,26-35,3
VID00638,MI,Chevrolet,Altima,2012,Liberty Mutual,Liability,Yes,2025-10-13,Fair,60+,4
VID00639,NC,Toyota,Jetta,2007,Farmers,Collision,Yes,2025-10-23,Poor,46-60,5
VID00640,NC,Volkswagen,Silverado,2013,State Farm,Full Coverage,No,2025-08-26,Poor,26-35,3
VID00641,NY,BMW,Elantra,2007,USAA,Liability,No,2025-08-18,Poor,36-45,1
VID00642,NC,Toyota,F-150,2007,Farmers,Liability,Yes,2025-12-27,Good,26-35,3
VID00643,FL,Ford,Jetta,2013,Geico,Full Coverage,No,2026-01-21,Good,60+,5
VID00644,TX,Honda,F-150,2007,Liberty Mutual,Liability,No,2025-12-11,Good,36-45,5
VID00645,IL,Nissan,Sorento,2013,Allstate,Full Coverage,Yes,2026-01-13,Fair,46-60,0
VID00646,PA,Toyota,F-150,2001,Allstate,Comprehensive,No,2025-11-18,Fair,36-45,0
VID00647,MI,Nissan,Altima,2004,Progressive,Comprehensive,No,2025-10-26,Poor,18-25,0
VID00648,CA,Hyundai,Silverado,2000,State Farm,Liability,Yes,2025-07-01,Poor,18-25,0
VID00649,CA,Chevrolet,Elantra,2015,Geico,Full Coverage,Yes,2025-12-15,Fair,60+,1
VID00650,PA,Mercedes,3 Series,2011,USAA,Liability,Yes,2026-03-06,Fair,60+,5
VID00651,OH,Hyundai,Camry,2023,Geico,Full Coverage,Yes,2025-12-25,Poor,60+,5
VID00652,IL,Honda,Camry,2007,Geico,Comprehensive,No,2025-09-28,Poor,26-35,3
VID00653,GA,Toyota,C-Class,2007,Allstate,Comprehensive,Yes,2025-11-10,Good,36-45,3
VID00654,OH,Mercedes,Sorento,2006,Liberty Mutual,Liability,Yes,2025-07-13,Good,18-25,3
VID00655,IL,Ford,Camry,2023,Allstate,Liability,Yes,2026-01-20,Poor,36-45,5
VID00656,NC,BMW,3 Series,2012,Geico,Full Coverage,Yes,2026-03-06,Poor,18-25,0
VID00657,CA,Hyundai,Jetta,2003,State Farm,Comprehensive,Yes,2025-11-16,Fair,60+,2
VID00658,CA,Chevrolet,Silverado,2016,Progressive,Collision,Yes,2025-09-21,Poor,18-25,3
VID00659,TX,Chevrolet,Sorento,2011,Farmers,Comprehensive,Yes,2025-07-23,Fair,46-60,2
VID00660,IL,Toyota,Altima,2008,Liberty Mutual,Comprehensive,No,2025-11-01,Good,46-60,4
VID00661,PA,Nissan,Elantra,2022,Farmers,Comprehensive,No,2025-05-25,Good,36-45,5
VID00662,GA,Hyundai,Elantra,2016,Liberty Mutual,Full Coverage,No,2025-06-26,Fair,36-45,4
VID00663,NC,Kia,F-150,2012,Liberty Mutual,Full Coverage,No,2026-01-22,Good,26-35,4
VID00664,NC,Mercedes,C-Class,2016,Allstate,Comprehensive,No,2025-07-06,Good,46-60,3
VID00665,IL,BMW,F-150,2011,Farmers,Full Coverage,No,2025-08-21,Good,36-45,5
VID00666,IL,Chevrolet,Altima,2005,Geico,Full Coverage,No,2025-05-27,Fair,18-25,0
VID00667,MI,Chevrolet,Civic,2012,Progressive,Full Coverage,No,2025-10-31,Good,60+,1
VID00668,OH,Honda,F-150,2002,Farmers,Full Coverage,Yes,2025-07-04,Fair,46-60,2
VID00669,IL,Chevrolet,C-Class,2010,State Farm,Comprehensive,No,2025-05-09,Fair,36-45,2
VID00670,OH,Toyota,Elantra,2010,State Farm,Full Coverage,Yes,2025-08-08,Poor,46-60,3
VID00671,PA,Mercedes,Jetta,2002,USAA,Full Coverage,No,2025-10-02,Poor,26-35,5
VID00672,NY,Honda,Sorento,2022,USAA,Collision,No,2025-05-17,Good,18-25,0
VID00673,FL,Honda,Camry,2005,Allstate,Collision,Yes,2025-05-06,Fair,26-35,1
VID00674,NC,Kia,F-150,2004,Allstate,Full Coverage,No,2025-10-08,Good,26-35,4
VID00675,NY,Chevrolet,Silverado,2006,Allstate,Full Coverage,No,2026-02-16,Good,46-60,4
VID00676,PA,Ford,Silverado,2003,Liberty Mutual,Comprehensive,Yes,2025-07-19,Fair,36-45,5
VID00677,NC,Ford,Civic,2006,Geico,Full Coverage,No,2025-08-30,Poor,36-45,0
VID00678,PA,Mercedes,Camry,2001,Allstate,Liability,No,2025-11-12,Good,36-45,2
VID00679,IL,Toyota,F-150,2023,Geico,Comprehensive,Yes,2026-03-17,Fair,26-35,0
VID00680,TX,Hyundai,Silverado,2008,State Farm,Collision,No,2025-09-07,Good,36-45,5
VID00681,MI,Volkswagen,Elantra,2004,Geico,Liability,Yes,2026-03-07,Poor,46-60,3
VID00682,MI,Mercedes,Civic,2010,Liberty Mutual,Liability,Yes,2025-07-23,Fair,60+,4
VID00683,CA,Kia,Camry,2000,State Farm,Full Coverage,Yes,2025-06-19,Poor,46-60,3
VID00684,TX,Nissan,3 Series,2021,Geico,Liability,Yes,2025-07-15,Good,18-25,5
VID00685,NY,Ford,Camry,2007,USAA,Full Coverage,Yes,2025-09-06,Fair,26-35,0
VID00686,TX,Volkswagen,C-Class,2012,Farmers,Comprehensive,No,2025-07-16,Good,36-45,5
VID00687,NY,Honda,Civic,2021,Progressive,Full Coverage,Yes,2025-05-04,Poor,60+,4
VID00688,GA,Nissan,Sorento,2021,Allstate,Liability,No,2025-10-21,Poor,36-45,5
VID00689,PA,Hyundai,Silverado,2017,Geico,Collision,No,2026-01-15,Poor,18-25,4
VID00690,GA,BMW,Sorento,2005,Liberty Mutual,Liability,No,2025-06-09,Good,18-25,0
VID00691,FL,Volkswagen,Elantra,2012,USAA,Comprehensive,Yes,2026-01-08,Poor,46-60,2
VID00692,GA,Mercedes,3 Series,2021,Allstate,Liability,No,2026-03-14,Good,18-25,2
VID00693,IL,Kia,Altima,2000,USAA,Comprehensive,Yes,2026-03-05,Fair,60+,2
VID00694,IL,Mercedes,Camry,2012,Allstate,Liability,No,2025-10-06,Poor,18-25,3
VID00695,CA,Volkswagen,C-Class,2017,Allstate,Full Coverage,No,2025-05-24,Good,26-35,5
VID00696,OH,Mercedes,Camry,2002,Farmers,Liability,Yes,2025-09-04,Good,18-25,1
VID00697,CA,Nissan,Camry,2021,Farmers,Comprehensive,Yes,2026-03-24,Fair,60+,0
VID00698,NC,Honda,Altima,2008,USAA,Collision,Yes,2026-02-01,Poor,18-25,0
VID00699,TX,Kia,Civic,2012,Progressive,Liability,No,2025-07-16,Poor,18-25,4
VID00700,OH,Nissan,C-Class,2019,Farmers,Collision,No,2025-10-29,Good,60+,0
VID00701,MI,Kia,3 Series,2008,Progressive,Liability,Yes,2025-08-12,Good,26-35,1
VID00702,CA,Ford,Civic,2011,Geico,Collision,No,2025-11-11,Good,36-45,0
VID00703,CA,Volkswagen,Elantra,2006,USAA,Full Coverage,Yes,2025-10-01,Fair,36-45,0
VID00704,TX,BMW,Civic,2005,USAA,Comprehensive,Yes,2025-11-27,Poor,26-35,0
VID00705,FL,Mercedes,3 Series,2009,Allstate,Comprehensive,No,2025-09-27,Good,46-60,5
VID00706,NY,Mercedes,C-Class,2014,Liberty Mutual,Liability,No,2025-09-18,Good,36-45,1
VID00707,PA,Kia,C-Class,2009,State Farm,Comprehensive,Yes,2025-11-20,Fair,36-45,2
VID00708,IL,Mercedes,Silverado,2017,Farmers,Comprehensive,No,2025-09-24,Good,46-60,4
VID00709,IL,Kia,Silverado,2015,State Farm,Comprehensive,Yes,2025-07-13,Fair,36-45,5
VID00710,PA,Kia,Elantra,2000,Geico,Comprehensive,Yes,2025-11-12,Fair,26-35,2
VID00711,NC,Mercedes,F-150,2004,Farmers,Liability,Yes,2025-05-10,Fair,26-35,3
VID00712,IL,BMW,Altima,2015,Allstate,Liability,Yes,2026-03-11,Fair,18-25,3
VID00713,FL,Hyundai,Silverado,2013,USAA,Collision,Yes,2025-09-28,Poor,36-45,2
VID00714,NY,Nissan,Elantra,2015,State Farm,Collision,Yes,2026-02-07,Good,60+,5
VID00715,TX,Mercedes,C-Class,2001,Geico,Full Coverage,No,2025-07-20,Fair,46-60,2
VID00716,TX,BMW,Sorento,2014,Farmers,Liability,Yes,2025-06-16,Poor,26-35,0
VID00717,NC,Nissan,Silverado,2003,Farmers,Full Coverage,No,2025-05-03,Good,26-35,1
VID00718,IL,Nissan,Civic,2007,Allstate,Liability,Yes,2025-09-11,Poor,18-25,5
VID00719,OH,Hyundai,Camry,2010,Progressive,Full Coverage,Yes,2025-06-27,Fair,18-25,5
VID00720,PA,Volkswagen,3 Series,2023,Geico,Liability,No,2025-07-10,Good,36-45,2
VID00721,CA,Volkswagen,Camry,2016,Allstate,Full Coverage,No,2025-10-03,Good,36-45,4
VID00722,NC,BMW,Jetta,2018,Liberty Mutual,Liability,No,2025-10-03,Fair,36-45,3
VID00723,IL,Honda,Jetta,2018,Liberty Mutual,Collision,No,2026-03-06,Good,18-25,4
VID00724,OH,Mercedes,Altima,2003,State Farm,Full Coverage,No,2025-10-13,Good,26-35,5
VID00725,PA,BMW,Jetta,2006,Farmers,Collision,Yes,2025-08-12,Poor,60+,2
VID00726,GA,Mercedes,Elantra,2015,Geico,Comprehensive,Yes,2025-08-22,Good,26-35,5
VID00727,NC,BMW,Sorento,2016,Liberty Mutual,Full Coverage,No,2026-02-25,Poor,26-35,2
VID00728,TX,Ford,Altima,2002,Farmers,Collision,No,2025-10-29,Good,18-25,2
VID00729,IL,Hyundai,Altima,2009,Farmers,Full Coverage,No,2025-06-14,Fair,60+,2
VID00730,GA,Ford,Camry,2013,Liberty Mutual,Full Coverage,No,2025-05-02,Poor,18-25,1
VID00731,TX,Mercedes,F-150,2003,Farmers,Comprehensive,Yes,2025-05-26,Good,60+,1
VID00732,MI,Nissan,Civic,2014,Progressive,Collision,Yes,2025-12-05,Fair,60+,1
VID00733,FL,Honda,C-Class,2016,Farmers,Comprehensive,Yes,2025-06-14,Fair,60+,4
VID00734,CA,Chevrolet,Jetta,2011,Geico,Comprehensive,Yes,2026-01-29,Fair,46-60,0
VID00735,MI,Ford,C-Class,2014,State Farm,Collision,No,2026-01-21,Fair,18-25,5
VID00736,GA,Mercedes,Jetta,2020,Liberty Mutual,Liability,Yes,2025-10-06,Poor,26-35,2
VID00737,NY,Honda,3 Series,2001,USAA,Liability,No,2025-06-21,Poor,60+,2
VID00738,FL,Honda,Jetta,2014,Farmers,Comprehensive,No,2026-02-04,Good,18-25,2
VID00739,MI,Honda,Elantra,2007,Geico,Collision,Yes,2025-10-03,Fair,36-45,0
VID00740,PA,Mercedes,Camry,2017,USAA,Collision,Yes,2025-07-21,Fair,46-60,1
VID00741,NY,Ford,Silverado,2006,USAA,Comprehensive,Yes,2026-02-11,Poor,60+,1
VID00742,OH,Volkswagen,Elantra,2017,Allstate,Collision,Yes,2026-03-06,Good,60+,0
VID00743,IL,Volkswagen,3 Series,2016,Farmers,Comprehensive,Yes,2025-08-10,Fair,18-25,1
VID00744,PA,Nissan,Sorento,2021,Geico,Collision,Yes,2025-07-28,Good,18-25,1
VID00745,PA,Ford,Camry,2009,Geico,Full Coverage,No,2025-10-22,Good,60+,2
VID00746,NY,Nissan,Camry,2013,Liberty Mutual,Liability,Yes,2025-10-01,Poor,46-60,4
VID00747,FL,Chevrolet,Jetta,2020,USAA,Liability,No,2025-08-21,Fair,18-25,1
VID00748,GA,Chevrolet,Silverado,2015,Liberty Mutual,Collision,Yes,2026-02-28,Poor,36-45,0
VID00749,NC,Hyundai,Jetta,2023,Liberty Mutual,Comprehensive,Yes,2025-08-27,Fair,36-45,0
VID00750,TX,Toyota,C-Class,2010,State Farm,Full Coverage,Yes,2025-07-05,Good,26-35,0
VID00751,CA,Toyota,Silverado,2016,State Farm,Liability,No,2025-07-16,Good,36-45,3
VID00752,NC,Toyota,Altima,2017,State Farm,Collision,Yes,2025-12-17,Fair,18-25,1
VID00753,MI,Ford,Silverado,2008,Allstate,Full Coverage,No,2025-04-27,Fair,60+,5
VID00754,NC,Hyundai,Camry,2011,Allstate,Collision,Yes,2025-12-17,Poor,60+,5
VID00755,OH,Chevrolet,Silverado,2006,Farmers,Liability,Yes,2025-08-28,Fair,60+,5
VID00756,NC,Kia,Jetta,2004,Farmers,Liability,No,2025-08-12,Poor,36-45,5
VID00757,TX,Chevrolet,Camry,2017,Farmers,Collision,No,2026-01-25,Poor,36-45,3
VID00758,NY,Hyundai,Silverado,2006,State Farm,Full Coverage,Yes,2026-03-06,Fair,60+,5
VID00759,GA,Chevrolet,Camry,2016,Liberty Mutual,Liability,No,2025-08-24,Poor,18-25,5
VID00760,PA,Chevrolet,Jetta,2012,Geico,Collision,Yes,2025-06-21,Fair,60+,1
VID00761,NC,Volkswagen,Silverado,2000,State Farm,Collision,No,2026-03-08,Good,60+,3
VID00762,CA,Toyota,Altima,2021,Liberty Mutual,Comprehensive,No,2025-07-01,Fair,46-60,0
VID00763,FL,Volkswagen,Civic,2014,USAA,Comprehensive,No,2025-06-22,Poor,60+,2
VID00764,OH,Honda,Elantra,2006,Progressive,Comprehensive,Yes,2026-01-23,Fair,60+,5
VID00765,CA,Chevrolet,3 Series,2012,Allstate,Comprehensive,No,2025-11-23,Good,36-45,5
VID00766,IL,Toyota,F-150,2007,Liberty Mutual,Comprehensive,Yes,2025-07-10,Fair,46-60,1
VID00767,NC,Mercedes,F-150,2022,USAA,Comprehensive,Yes,2025-05-13,Poor,26-35,0
VID00768,PA,Mercedes,3 Series,2005,USAA,Liability,Yes,2026-02-13,Fair,26-35,3
VID00769,PA,Honda,Silverado,2000,Liberty Mutual,Liability,Yes,2026-03-10,Poor,46-60,2
VID00770,OH,Hyundai,Altima,2018,Progressive,Comprehensive,Yes,2025-10-12,Good,60+,2
VID00771,OH,Ford,Civic,2010,Farmers,Comprehensive,Yes,2025-08-21,Fair,60+,1
VID00772,NY,Kia,Camry,2010,State Farm,Collision,No,2026-03-20,Poor,18-25,0
VID00773,FL,Toyota,3 Series,2012,Liberty Mutual,Collision,No,2026-03-03,Good,46-60,1
VID00774,FL,Ford,Jetta,2009,Farmers,Collision,No,2025-11-04,Fair,36-45,2
VID00775,GA,Ford,Sorento,2004,USAA,Liability,No,2025-12-31,Fair,46-60,3
VID00776,TX,Toyota,Elantra,2018,Allstate,Liability,No,2026-01-17,Fair,46-60,1
VID00777,MI,Ford,C-Class,2022,Geico,Liability,No,2025-08-08,Poor,46-60,3
VID00778,NC,Kia,Sorento,2005,Farmers,Collision,No,2026-02-15,Poor,60+,1
VID00779,GA,Honda,Silverado,2014,Farmers,Full Coverage,Yes,2025-04-27,Fair,26-35,0
VID00780,NY,BMW,Camry,2013,USAA,Comprehensive,No,2025-06-22,Fair,36-45,0
VID00781,NY,Chevrolet,Civic,2015,Liberty Mutual,Comprehensive,Yes,2025-09-09,Good,60+,1
VID00782,TX,Mercedes,Silverado,2021,Farmers,Full Coverage,Yes,2025-09-06,Fair,18-25,2
VID00783,IL,BMW,F-150,2017,Progressive,Liability,No,2025-09-04,Fair,18-25,1
VID00784,CA,Ford,Sorento,2010,USAA,Collision,No,2025-08-03,Poor,60+,4
VID00785,TX,Volkswagen,Jetta,2010,Geico,Collision,No,2025-05-07,Poor,36-45,0
VID00786,IL,Toyota,Camry,2003,Geico,Collision,Yes,2026-01-25,Poor,60+,5
VID00787,OH,Nissan,C-Class,2012,State Farm,Comprehensive,Yes,2025-05-09,Good,18-25,5
VID00788,NY,Volkswagen,Altima,2004,USAA,Collision,No,2025-04-29,Poor,46-60,5
VID00789,TX,Toyota,3 Series,2010,Liberty Mutual,Liability,Yes,2025-10-04,Fair,36-45,3
VID00790,IL,Hyundai,Jetta,2006,USAA,Full Coverage,Yes,2025-04-29,Poor,26-35,4
VID00791,GA,Toyota,Altima,2016,Farmers,Liability,No,2025-11-11,Good,46-60,1
VID00792,OH,Ford,Elantra,2007,Allstate,Comprehensive,Yes,2025-05-31,Poor,26-35,0
VID00793,OH,Hyundai,3 Series,2018,Progressive,Liability,No,2025-05-29,Poor,36-45,2
VID00794,GA,Mercedes,Sorento,2022,Farmers,Collision,No,2025-12-28,Fair,36-45,5
VID00795,IL,Honda,Sorento,2023,Liberty Mutual,Comprehensive,Yes,2026-01-11,Poor,60+,5
VID00796,CA,Kia,Altima,2000,Allstate,Comprehensive,No,2025-10-17,Good,46-60,0
VID00797,MI,Honda,Elantra,2009,USAA,Comprehensive,Yes,2026-03-21,Good,18-25,2
VID00798,NY,Mercedes,C-Class,2011,Farmers,Comprehensive,Yes,2025-06-16,Poor,46-60,2
VID00799,PA,Toyota,Jetta,2001,USAA,Collision,Yes,2025-04-24,Good,18-25,3
VID00800,PA,Volkswagen,Civic,2011,State Farm,Comprehensive,No,2025-08-10,Poor,46-60,1
VID00801,IL,BMW,F-150,2000,State Farm,Comprehensive,No,2025-08-22,Poor,60+,3
VID00802,IL,Chevrolet,Jetta,2005,Farmers,Liability,Yes,2026-03-15,Poor,18-25,1
VID00803,IL,Nissan,Jetta,2020,Progressive,Full Coverage,No,2026-01-04,Good,46-60,2
VID00804,CA,Toyota,Sorento,2018,Allstate,Collision,Yes,2025-06-03,Good,18-25,4
VID00805,IL,Nissan,Silverado,2004,Progressive,Comprehensive,Yes,2026-02-06,Poor,60+,2
VID00806,NC,Nissan,Civic,2004,State Farm,Liability,No,2026-01-10,Poor,46-60,4
VID00807,OH,Nissan,C-Class,2023,Farmers,Collision,No,2026-01-20,Poor,60+,1
VID00808,GA,Chevrolet,F-150,2007,Allstate,Comprehensive,No,2026-03-07,Good,36-45,3
VID00809,MI,Kia,Silverado,2006,Allstate,Full Coverage,Yes,2026-03-01,Fair,26-35,5
VID00810,NC,Toyota,Civic,2007,Allstate,Full Coverage,No,2025-10-20,Fair,26-35,3
